ANO;TITULO;VENCEDOR;LINK_EN;LINK_ES;LINK_PT;PAGEID_EN;TITLE_EN;TITLE_ES;PAGEID_ES;TITLE_PT;PAGEID_PT
1954;ROMAN HOLIDAY (film);Não;https://en.wikipedia.org/wiki/Roman_Holiday;https://es.wikipedia.org/wiki/Roman_Holiday;https://pt.wikipedia.org/wiki/Roman_Holiday;76310;Roman Holiday;Roman Holiday;28785.0;Roman Holiday;1066710
1954;SHANE (film);Não;https://en.wikipedia.org/wiki/Shane_(film);https://es.wikipedia.org/wiki/Shane;https://pt.wikipedia.org/wiki/Shane;76351;Shane (film);Shane;27696.0;Shane;1255157
1954;William Shakespeare's Julius Caesar;Não;https://en.wikipedia.org/wiki/William_Shakespeare's_Julius_Caesar;https://es.wikipedia.org/wiki/Julio_César_(película_de_1953);https://pt.wikipedia.org/wiki/Júlio_César_(1953);2557423;William Shakespeare's Julius Caesar;Julio César (película de 1953);982012.0;Júlio César (1953);4302227
1955;ON THE WATERFRONT (film);Sim;https://en.wikipedia.org/wiki/On_the_Waterfront;https://es.wikipedia.org/wiki/On_the_Waterfront;https://pt.wikipedia.org/wiki/On_the_Waterfront;42361;On the Waterfront;On the Waterfront;27161.0;On the Waterfront;166164
1955;THE CAINE MUTINY (film);Não;https://en.wikipedia.org/wiki/The_Caine_Mutiny_(film);https://es.wikipedia.org/wiki/El_motín_del_Caine;https://pt.wikipedia.org/wiki/The_Caine_Mutiny;68047;The Caine Mutiny (film);El motín del Caine;26995.0;The Caine Mutiny;1608749
1955;THE COUNTRY GIRL (film);Não;https://en.wikipedia.org/wiki/The_Country_Girl_(1954_film);https://es.wikipedia.org/wiki/La_angustia_de_vivir;https://pt.wikipedia.org/wiki/The_Country_Girl;7087167;The Country Girl (1954 film);La angustia de vivir;1085082.0;The Country Girl;2324116
1955;SEVEN BRIDES FOR SEVEN BROTHERS (film);Não;https://en.wikipedia.org/wiki/Seven_Brides_for_Seven_Brothers;https://es.wikipedia.org/wiki/Siete_novias_para_siete_hermanos;https://pt.wikipedia.org/wiki/Seven_Brides_for_Seven_Brothers;60174;Seven Brides for Seven Brothers;Siete novias para siete hermanos;1042387.0;Seven Brides for Seven Brothers;1922609
1955;THREE COINS IN THE FOUNTAIN (film);Não;https://en.wikipedia.org/wiki/Three_Coins_in_the_Fountain_(film);https://es.wikipedia.org/wiki/Three_Coins_in_the_Fountain_(película);https://pt.wikipedia.org/wiki/Three_Coins_in_the_Fountain;92539;Three Coins in the Fountain (film);Three Coins in the Fountain (película);8473277.0;Three Coins in the Fountain;4304578
1956;MARTY (film);Sim;https://en.wikipedia.org/wiki/Marty_(film);https://es.wikipedia.org/wiki/Marty;https://pt.wikipedia.org/wiki/Marty;13609396;Marty (film);Marty;854077.0;Marty;838278
1956;LOVE IS A MANY-SPLENDORED THING (film);Não;https://en.wikipedia.org/wiki/Love_Is_a_Many-Splendored_Thing_(film);https://es.wikipedia.org/wiki/Love_Is_a_Many-Splendored_Thing;https://pt.wikipedia.org/wiki/Love_Is_a_Many-Splendored_Thing;92540;Love Is a Many-Splendored Thing (film);Love Is a Many-Splendored Thing;1016984.0;Love Is a Many-Splendored Thing;2384673
1956;MISTER ROBERTS (film);Não;https://en.wikipedia.org/wiki/Mister_Roberts_(1955_film);https://es.wikipedia.org/wiki/Mister_Roberts;https://pt.wikipedia.org/wiki/Mister_Roberts;16040190;Mister Roberts (1955 film);Mister Roberts;2859575.0;Mister Roberts;1840281
1956;PICNIC (film);Não;https://en.wikipedia.org/wiki/Picnic_(1955_film);https://es.wikipedia.org/wiki/Picnic_(película);https://pt.wikipedia.org/wiki/Picnic_(filme);92566;Picnic (1955 film);Picnic (película);29547.0;Picnic (filme);1070953
1956;THE ROSE TATTOO (film);Não;https://en.wikipedia.org/wiki/The_Rose_Tattoo_(film);https://es.wikipedia.org/wiki/La_rosa_tatuada_(película);https://pt.wikipedia.org/wiki/A_Rosa_Tatuada;18023344;The Rose Tattoo (film);La rosa tatuada (película);28651.0;A Rosa Tatuada;2324124
1957;AROUND THE WORLD IN 80 DAYS (film);Sim;https://en.wikipedia.org/wiki/Around_the_World_in_80_Days_(1956_film);https://es.wikipedia.org/wiki/La_vuelta_al_mundo_en_ochenta_días_(película_de_1956);https://pt.wikipedia.org/wiki/A_Volta_ao_Mundo_em_80_Dias_(1956);1133816;Around the World in 80 Days (1956 film);La vuelta al mundo en ochenta días (película de 1956);313635.0;A Volta ao Mundo em 80 Dias (1956);516258
1957;FRIENDLY PERSUASION (film);Não;https://en.wikipedia.org/wiki/Friendly_Persuasion_(1956_film);https://es.wikipedia.org/wiki/Friendly_Persuasion;https://pt.wikipedia.org/wiki/Friendly_Persuasion;92580;Friendly Persuasion (1956 film);Friendly Persuasion;737330.0;Friendly Persuasion;3273595
1957;THE KING AND I (1956 film);Não;https://en.wikipedia.org/wiki/The_King_and_I_(1956_film);https://es.wikipedia.org/wiki/El_rey_y_yo_(película_de_1956);https://pt.wikipedia.org/wiki/O_Rei_e_Eu;4015886;The King and I (1956 film);El rey y yo (película de 1956);389515.0;O Rei e Eu;94684
1957;GIANT (film);Não;https://en.wikipedia.org/wiki/Giant_(1956_film);https://es.wikipedia.org/wiki/Gigante_(película_de_1956);https://pt.wikipedia.org/wiki/Giant_(filme);92582;Giant (1956 film);Gigante (película de 1956);25373.0;Giant (filme);393755
1957;THE TEN COMMANDMENTS (film);Não;https://en.wikipedia.org/wiki/The_Ten_Commandments_(1956_film);https://es.wikipedia.org/wiki/Los_diez_mandamientos_(película_de_1956);https://pt.wikipedia.org/wiki/Os_Dez_Mandamentos_(filme_de_1956);76383;The Ten Commandments (1956 film);Los diez mandamientos (película de 1956);27158.0;Os Dez Mandamentos (filme de 1956);59181
1958;The Bridge on the River Kwai;Sim;https://en.wikipedia.org/wiki/The_Bridge_on_the_River_Kwai;https://es.wikipedia.org/wiki/El_puente_sobre_el_río_Kwai;https://pt.wikipedia.org/wiki/A_Ponte_do_Rio_Kwai;42856;The Bridge on the River Kwai;El puente sobre el río Kwai;25751.0;A Ponte do Rio Kwai;327851
1958;Peyton Place (film);Não;https://en.wikipedia.org/wiki/Peyton_Place_(film);https://es.wikipedia.org/wiki/Peyton_Place_(película_de_1957);https://pt.wikipedia.org/wiki/Peyton_Place_(filme);896395;Peyton Place (film);Peyton Place (película de 1957);1084286.0;Peyton Place (filme);259094
1958;Sayonara;Não;https://en.wikipedia.org/wiki/Sayonara;https://es.wikipedia.org/wiki/Sayonara_(película);https://pt.wikipedia.org/wiki/Sayonara;92596;Sayonara;Sayonara (película);27859.0;Sayonara;1070978
1958;12 Angry Men (1957 film);Não;https://en.wikipedia.org/wiki/12_Angry_Men_(1957_film);https://es.wikipedia.org/wiki/12_Angry_Men_(película_de_1957);https://pt.wikipedia.org/wiki/12_Angry_Men;92605;12 Angry Men (1957 film);12 Angry Men (película de 1957);461169.0;12 Angry Men;512588
1958;Witness for the Prosecution (1957 film);Não;https://en.wikipedia.org/wiki/Witness_for_the_Prosecution_(1957_film);https://es.wikipedia.org/wiki/Testigo_de_cargo_(película);https://pt.wikipedia.org/wiki/Testemunha_de_Acusação_(filme);92608;Witness for the Prosecution (1957 film);Testigo de cargo (película);27322.0;Testemunha de Acusação (filme);600584
1959;GIGI (film);Sim;https://en.wikipedia.org/wiki/Gigi_(1958_film);https://es.wikipedia.org/wiki/Gigi;https://pt.wikipedia.org/wiki/Gigi_(filme);1740284;Gigi (1958 film);Gigi;1103551.0;Gigi (filme);639926
1959;AUNTIE MAME (film);Não;https://en.wikipedia.org/wiki/Auntie_Mame_(film);https://es.wikipedia.org/wiki/Auntie_Mame;https://pt.wikipedia.org/wiki/Auntie_Mame;9597495;Auntie Mame (film);Auntie Mame;2408703.0;Auntie Mame;1128350
1959;CAT ON A HOT TIN ROOF (film);Não;https://en.wikipedia.org/wiki/Cat_on_a_Hot_Tin_Roof_(1958_film);https://es.wikipedia.org/wiki/Cat_on_a_Hot_Tin_Roof_(película);https://pt.wikipedia.org/wiki/Cat_on_a_Hot_Tin_Roof_(filme);3511234;Cat on a Hot Tin Roof (1958 film);Cat on a Hot Tin Roof (película);25758.0;Cat on a Hot Tin Roof (filme);1715029
1959;THE DEFIANT ONES (film);Não;https://en.wikipedia.org/wiki/The_Defiant_Ones;https://es.wikipedia.org/wiki/Fugitivos_(película_de_1958);https://pt.wikipedia.org/wiki/The_Defiant_Ones;92642;The Defiant Ones;Fugitivos (película de 1958);1041668.0;The Defiant Ones;2701502
1959;SEPARATE TABLES (film);Não;https://en.wikipedia.org/wiki/Separate_Tables_(film);https://es.wikipedia.org/wiki/Mesas_separadas;https://pt.wikipedia.org/wiki/Vidas_Separadas;18999171;Separate Tables (film);Mesas separadas;1018647.0;Vidas Separadas;1195906
1960;BEN-HUR (1959 film);Sim;https://en.wikipedia.org/wiki/Ben-Hur_(1959_film);https://es.wikipedia.org/wiki/Ben-Hur_(película_de_1959);https://pt.wikipedia.org/wiki/Ben-Hur;1343342;Ben-Hur (1959 film);Ben-Hur (película de 1959);21383.0;Ben-Hur;210735
1960;ANATOMY OF A MURDER (1959 film);Não;https://en.wikipedia.org/wiki/Anatomy_of_a_Murder;https://es.wikipedia.org/wiki/Anatomía_de_un_asesinato;https://pt.wikipedia.org/wiki/Anatomia_de_um_Crime;92684;Anatomy of a Murder;Anatomía de un asesinato;27810.0;Anatomia de um Crime;1061608
1960;THE DIARY OF ANNE FRANK (1959 film);Não;https://en.wikipedia.org/wiki/The_Diary_of_Anne_Frank_(1959_film);https://es.wikipedia.org/wiki/El_diario_de_Ana_Frank_(película);https://pt.wikipedia.org/wiki/O_Diário_de_Anne_Frank;242821;The Diary of Anne Frank (1959 film);El diario de Ana Frank (película);304399.0;O Diário de Anne Frank;1306254
1960;THE NUN'S STORY (1959 film);Não;https://en.wikipedia.org/wiki/The_Nun's_Story_(film);https://es.wikipedia.org/wiki/Historia_de_una_monja_(película);https://pt.wikipedia.org/wiki/The_Nun's_Story;7678668;The Nun's Story (film);Historia de una monja (película);243415.0;The Nun's Story;2313285
1960;ROOM AT THE TOP (1959 film);Não;https://en.wikipedia.org/wiki/Room_at_the_Top_(1959_film);https://es.wikipedia.org/wiki/Un_lugar_en_la_cumbre_(película);https://pt.wikipedia.org/wiki/Room_at_the_Top;92688;Room at the Top (1959 film);Un lugar en la cumbre (película);1041177.0;Room at the Top;2324137
1961;THE APARTMENT (1960 film);Sim;https://en.wikipedia.org/wiki/The_Apartment;https://es.wikipedia.org/wiki/The_Apartment;https://pt.wikipedia.org/wiki/The_Apartment;43849;The Apartment;The Apartment;26772.0;The Apartment;485827
1961;THE ALAMO (1960 film);Não;https://en.wikipedia.org/wiki/The_Alamo_(1960_film);https://es.wikipedia.org/wiki/El_Álamo_(película_de_1960);https://pt.wikipedia.org/wiki/The_Alamo_(1960);1343178;The Alamo (1960 film);El Álamo (película de 1960);1041164.0;The Alamo (1960);1601445
1961;ELMER GANTRY (1960 film);Não;https://en.wikipedia.org/wiki/Elmer_Gantry_(film);https://es.wikipedia.org/wiki/Elmer_Gantry;https://pt.wikipedia.org/wiki/Elmer_Gantry;6982919;Elmer Gantry (film);Elmer Gantry;1078941.0;Elmer Gantry;1937914
1961;SONS AND LOVERS (1960 film);Não;https://en.wikipedia.org/wiki/Sons_and_Lovers_(film);https://es.wikipedia.org/wiki/Hijos_y_amantes_(película);https://pt.wikipedia.org/wiki/Sons_and_Lovers;11071821;Sons and Lovers (film);Hijos y amantes (película);2408104.0;Sons and Lovers;4311667
1961;THE SUNDOWNERS (1960 film);Não;https://en.wikipedia.org/wiki/The_Sundowners_(1960_film);https://es.wikipedia.org/wiki/Tres_vidas_errantes;https://pt.wikipedia.org/wiki/The_Sundowners;92703;The Sundowners (1960 film);Tres vidas errantes;2408121.0;The Sundowners;2997356
1962;WEST SIDE STORY (1961 film);Sim;https://en.wikipedia.org/wiki/West_Side_Story_(1961_film);https://es.wikipedia.org/wiki/West_Side_Story_(película_de_1961);https://pt.wikipedia.org/wiki/West_Side_Story_(1961);4608223;West Side Story (1961 film);West Side Story (película de 1961);21235.0;West Side Story (1961);197373
1962;FANNY (1961 film);Não;https://en.wikipedia.org/wiki/Fanny_(1961_film);https://es.wikipedia.org/wiki/Fanny_(película_de_1961);https://pt.wikipedia.org/wiki/Fanny_(filme);1343245;Fanny (1961 film);Fanny (película de 1961);2408514.0;Fanny (filme);1071021
1962;THE GUNS OF NAVARONE (1961 film);Não;https://en.wikipedia.org/wiki/The_Guns_of_Navarone_(film);https://es.wikipedia.org/wiki/Los_cañones_de_Navarone;https://pt.wikipedia.org/wiki/Os_Canhões_de_Navarone;6984559;The Guns of Navarone (film);Los cañones de Navarone;1016398.0;Os Canhões de Navarone;121933
1962;THE HUSTLER (1961 film);Não;https://en.wikipedia.org/wiki/The_Hustler;https://es.wikipedia.org/wiki/The_Hustler;https://pt.wikipedia.org/wiki/The_Hustler;9309429;The Hustler;The Hustler;1015710.0;The Hustler;1870011
1962;JUDGMENT AT NUREMBERG (1961 film);Não;https://en.wikipedia.org/wiki/Judgment_at_Nuremberg;https://es.wikipedia.org/wiki/Judgment_at_Nuremberg;https://pt.wikipedia.org/wiki/Judgment_at_Nuremberg;92715;Judgment at Nuremberg;Judgment at Nuremberg;28491.0;Judgment at Nuremberg;1165378
1963;LAWRENCE OF ARABIA (1962 film);Sim;https://en.wikipedia.org/wiki/Lawrence_of_Arabia_(film);https://es.wikipedia.org/wiki/Lawrence_de_Arabia_(película);https://pt.wikipedia.org/wiki/Lawrence_da_Arábia_(filme);43452;Lawrence of Arabia (film);Lawrence de Arabia (película);25374.0;Lawrence da Arábia (filme);125439
1963;THE LONGEST DAY (1962 film);Não;https://en.wikipedia.org/wiki/The_Longest_Day_(film);https://es.wikipedia.org/wiki/El_día_más_largo_(película);https://pt.wikipedia.org/wiki/The_Longest_Day;1343139;The Longest Day (film);El día más largo (película);627393.0;The Longest Day;137844
1963;MEREDITH WILLSON'S THE MUSIC MAN (1962 film);Não;https://en.wikipedia.org/wiki/The_Music_Man_(1962_film);https://es.wikipedia.org/wiki/Vivir_de_ilusión;https://pt.wikipedia.org/wiki/The_Music_Man;4845241;The Music Man (1962 film);Vivir de ilusión;2410355.0;The Music Man;3204263
1963;MUTINY ON THE BOUNTY (1962 film);Não;https://en.wikipedia.org/wiki/Mutiny_on_the_Bounty_(1962_film);https://es.wikipedia.org/wiki/Mutiny_on_the_Bounty_(película_de_1962);https://pt.wikipedia.org/wiki/Mutiny_on_the_Bounty_(1962);3992363;Mutiny on the Bounty (1962 film);Mutiny on the Bounty (película de 1962);28162.0;Mutiny on the Bounty (1962);1314219
1963;TO KILL A MOCKINGBIRD (1962 film);Não;https://en.wikipedia.org/wiki/To_Kill_a_Mockingbird_(film);https://es.wikipedia.org/wiki/To_Kill_a_Mockingbird_(película);https://pt.wikipedia.org/wiki/To_Kill_a_Mockingbird_(filme);4607980;To Kill a Mockingbird (film);To Kill a Mockingbird (película);5461437.0;To Kill a Mockingbird (filme);2166817
1964;Tom Jones (1963 film);Sim;https://en.wikipedia.org/wiki/Tom_Jones_(1963_film);https://es.wikipedia.org/wiki/Tom_Jones_(película);https://pt.wikipedia.org/wiki/Tom_Jones_(1963);97732;Tom Jones (1963 film);Tom Jones (película);1083303.0;Tom Jones (1963);838245
1964;America America;Não;https://en.wikipedia.org/wiki/America_America;https://es.wikipedia.org/wiki/América,_América_(película);https://pt.wikipedia.org/wiki/America,_America;68119;America America;América, América (película);2885460.0;America, America;1058799
1964;Cleopatra (1963 film);Não;https://en.wikipedia.org/wiki/Cleopatra_(1963_film);https://es.wikipedia.org/wiki/Cleopatra_(película_de_1963);https://pt.wikipedia.org/wiki/Cleópatra_(1963);4954774;Cleopatra (1963 film);Cleopatra (película de 1963);818098.0;Cleópatra (1963);904376
1964;How the West Was Won (film);Não;https://en.wikipedia.org/wiki/How_the_West_Was_Won_(film);https://es.wikipedia.org/wiki/La_conquista_del_Oeste;https://pt.wikipedia.org/wiki/A_Conquista_do_Oeste;74387;How the West Was Won (film);La conquista del Oeste;1041025.0;A Conquista do Oeste;1908215
1964;Lilies of the Field (1963 film);Não;https://en.wikipedia.org/wiki/Lilies_of_the_Field_(1963_film);https://es.wikipedia.org/wiki/Los_lirios_del_valle;https://pt.wikipedia.org/wiki/Lilies_of_the_Field_(1963);97734;Lilies of the Field (1963 film);Los lirios del valle;904963.0;Lilies of the Field (1963);3076784
1965;MY FAIR LADY (1964 film);Sim;https://en.wikipedia.org/wiki/My_Fair_Lady_(film);https://es.wikipedia.org/wiki/My_Fair_Lady_(película_de_1964);https://pt.wikipedia.org/wiki/My_Fair_Lady;4836072;My Fair Lady (film);My Fair Lady (película de 1964);2913973.0;My Fair Lady;429876
1965;DR. STRANGELOVE;Não;https://en.wikipedia.org/wiki/Dr._Strangelove;https://es.wikipedia.org/wiki/Dr._Strangelove_or:_How_I_Learned_to_Stop_Worrying_and_Love_the_Bomb;https://pt.wikipedia.org/wiki/Dr._Strangelove_or:_How_I_Learned_to_Stop_Worrying_and_Love_the_Bomb;8695;Dr. Strangelove;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;46407.0;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;111839
1965;BECKET (1964 film);Não;https://en.wikipedia.org/wiki/Becket_(1964_film);https://es.wikipedia.org/wiki/Becket_(película);https://pt.wikipedia.org/wiki/Becket_(1964);7837396;Becket (1964 film);Becket (película);1041004.0;Becket (1964);2019413
1965;MARY POPPINS (1964 film);Não;https://en.wikipedia.org/wiki/Mary_Poppins_(film);https://es.wikipedia.org/wiki/Mary_Poppins_(película);https://pt.wikipedia.org/wiki/Mary_Poppins_(filme);77856;Mary Poppins (film);Mary Poppins (película);220847.0;Mary Poppins (filme);559837
1965;ZORBA THE GREEK (1964 film);Não;https://en.wikipedia.org/wiki/Zorba_the_Greek_(film);https://es.wikipedia.org/wiki/Zorba,_el_griego_(película);https://pt.wikipedia.org/wiki/Zorba,_o_Grego_(filme);45606;Zorba the Greek (film);Zorba, el griego (película);27700.0;Zorba, o Grego (filme);1431500
1966;THE SOUND OF MUSIC (1964 film);Sim;https://en.wikipedia.org/wiki/The_Sound_of_Music_(film);https://es.wikipedia.org/wiki/The_Sound_of_Music;https://pt.wikipedia.org/wiki/The_Sound_of_Music;4836239;The Sound of Music (film);The Sound of Music;381701.0;The Sound of Music;357220
1966;DOCTOR ZHIVAGO (1964 film);Não;https://en.wikipedia.org/wiki/Doctor_Zhivago_(film);https://es.wikipedia.org/wiki/Doctor_Zhivago_(película);https://pt.wikipedia.org/wiki/Doutor_Jivago_(filme);97758;Doctor Zhivago (film);Doctor Zhivago (película);23784.0;Doutor Jivago (filme);496476
1966;SHIP OF FOOLS (1964 film);Não;https://en.wikipedia.org/wiki/Ship_of_Fools_(film);https://es.wikipedia.org/wiki/Ship_of_Fools_(película_de_1965);https://pt.wikipedia.org/wiki/Ship_of_Fools_(filme);669546;Ship of Fools (film);Ship of Fools (película de 1965);4121275.0;Ship of Fools (filme);1553051
1966;DARLING (1965 film);Não;https://en.wikipedia.org/wiki/Darling_(1965_film);https://es.wikipedia.org/wiki/Darling_(película);https://pt.wikipedia.org/wiki/Darling_(filme);97740;Darling (1965 film);Darling (película);1040978.0;Darling (filme);1635056
1966;A THOUSAND CLOWNS (1964 film);Não;https://en.wikipedia.org/wiki/A_Thousand_Clowns;https://es.wikipedia.org/wiki/El_payaso_de_la_ciudad;https://pt.wikipedia.org/wiki/A_Thousand_Clowns;97769;A Thousand Clowns;El payaso de la ciudad;9142693.0;A Thousand Clowns;1299315
1967;A Man for All Seasons (1966 film);Sim;https://en.wikipedia.org/wiki/A_Man_for_All_Seasons_(1966_film);https://es.wikipedia.org/wiki/A_Man_for_All_Seasons;https://pt.wikipedia.org/wiki/A_Man_for_All_Seasons;4836350;A Man for All Seasons (1966 film);A Man for All Seasons;322281.0;A Man for All Seasons;834487
1967;Alfie (1966 film);Não;https://en.wikipedia.org/wiki/Alfie_(1966_film);https://es.wikipedia.org/wiki/Alfie_(película_de_1966);https://pt.wikipedia.org/wiki/Alfie;98503;Alfie (1966 film);Alfie (película de 1966);1040964.0;Alfie;1051094
1967;The Russians Are Coming, the Russians Are Coming;Não;https://en.wikipedia.org/wiki/The_Russians_Are_Coming,_the_Russians_Are_Coming;https://es.wikipedia.org/wiki/¡Que_vienen_los_rusos!;https://pt.wikipedia.org/wiki/The_Russians_Are_Coming,_the_Russians_Are_Coming;98506;The Russians Are Coming, the Russians Are Coming;¡Que vienen los rusos!;2596026.0;The Russians Are Coming, the Russians Are Coming;1999139
1967;The Sand Pebbles (film);Não;https://en.wikipedia.org/wiki/The_Sand_Pebbles_(film);https://es.wikipedia.org/wiki/The_Sand_Pebbles;https://pt.wikipedia.org/wiki/The_Sand_Pebbles;98508;The Sand Pebbles (film);The Sand Pebbles;737169.0;The Sand Pebbles;3069522
1967;Who's Afraid of Virginia Woolf?;Não;https://en.wikipedia.org/wiki/Who's_Afraid_of_Virginia_Woolf?_(film);https://es.wikipedia.org/wiki/Who's_Afraid_of_Virginia_Woolf?;https://pt.wikipedia.org/wiki/Quem_Tem_Medo_de_Virginia_Woolf?;9377241;Who's Afraid of Virginia Woolf? (film);Who's Afraid of Virginia Woolf?;28134.0;Quem Tem Medo de Virginia Woolf?;1610184
1968;N THE HEAT OF THE NIGHT (1967 film);Sim;https://en.wikipedia.org/wiki/In_the_Heat_of_the_Night_(film);https://es.wikipedia.org/wiki/In_the_Heat_of_the_Night;https://pt.wikipedia.org/wiki/No_Calor_da_Noite_(filme);1715414;In the Heat of the Night (film);In the Heat of the Night;27025.0;No Calor da Noite (filme);639997
1968;BONNIE AND CLYDE (1967 film);Não;https://en.wikipedia.org/wiki/Bonnie_and_Clyde_(film);https://es.wikipedia.org/wiki/Bonnie_y_Clyde_(película);https://pt.wikipedia.org/wiki/Bonnie_and_Clyde;68245;Bonnie and Clyde (film);Bonnie y Clyde (película);5691.0;Bonnie and Clyde;1060272
1968;DOCTOR DOLITTLE (1967 film);Não;https://en.wikipedia.org/wiki/Doctor_Dolittle_(1967_film);https://es.wikipedia.org/wiki/Doctor_Dolittle_(película_de_1967);https://pt.wikipedia.org/wiki/Doctor_Dolittle_(1967);99015;Doctor Dolittle (1967 film);Doctor Dolittle (película de 1967);8476360.0;Doctor Dolittle (1967);3055736
1968;THE GRADUATE (1967 film);Não;https://en.wikipedia.org/wiki/The_Graduate;https://es.wikipedia.org/wiki/El_graduado;https://pt.wikipedia.org/wiki/The_Graduate;29942;The Graduate;El graduado;25753.0;The Graduate;481067
1968;GUESS WHO'S COMING TO DINNER (1967 film);Não;https://en.wikipedia.org/wiki/Guess_Who's_Coming_to_Dinner;https://es.wikipedia.org/wiki/Guess_Who's_Coming_to_Dinner;https://pt.wikipedia.org/wiki/Guess_Who's_Coming_to_Dinner;70647;Guess Who's Coming to Dinner;Guess Who's Coming to Dinner;30392.0;Guess Who's Coming to Dinner;439639
1969;OLIVER! (1968 film);Sim;https://en.wikipedia.org/wiki/Oliver!_(film);https://es.wikipedia.org/wiki/Oliver_(película);https://pt.wikipedia.org/wiki/Oliver!;4836572;Oliver! (film);Oliver (película);853682.0;Oliver!;838264
1969;FUNNY GIRL (1968 film);Não;https://en.wikipedia.org/wiki/Funny_Girl_(film);https://es.wikipedia.org/wiki/Funny_Girl;https://pt.wikipedia.org/wiki/Funny_Girl;12064241;Funny Girl (film);Funny Girl;28274.0;Funny Girl;357975
1969;THE LION IN WINTER (1968 film);Não;https://en.wikipedia.org/wiki/The_Lion_in_Winter_(1968_film);https://es.wikipedia.org/wiki/El_león_en_invierno_(película);https://pt.wikipedia.org/wiki/O_Leão_no_Inverno_(1968);7870124;The Lion in Winter (1968 film);El león en invierno (película);28499.0;O Leão no Inverno (1968);1829404
1969;RACHEL, RACHEL (1968 film);Não;https://en.wikipedia.org/wiki/Rachel,_Rachel;https://es.wikipedia.org/wiki/Raquel,_Raquel;https://pt.wikipedia.org/wiki/Rachel,_Rachel;99022;Rachel, Rachel;Raquel, Raquel;1040913.0;Rachel, Rachel;2460243
1969;ROMEO AND JULIET (1968 film);Não;https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1968_film);https://es.wikipedia.org/wiki/Romeo_y_Julieta_(película_de_1968);https://pt.wikipedia.org/wiki/Romeu_e_Julieta_(1968);99025;Romeo and Juliet (1968 film);Romeo y Julieta (película de 1968);28322.0;Romeo and Juliet (1968);1065108
1970;Midnight Cowboy;Sim;https://en.wikipedia.org/wiki/Midnight_Cowboy;https://es.wikipedia.org/wiki/Midnight_Cowboy;https://pt.wikipedia.org/wiki/Midnight_Cowboy;42147;Midnight Cowboy;Midnight Cowboy;26990.0;Midnight Cowboy;565261
1970;Anne of the Thousand Days;Não;https://en.wikipedia.org/wiki/Anne_of_the_Thousand_Days;https://es.wikipedia.org/wiki/Ana_de_los_mil_días;https://pt.wikipedia.org/wiki/Anne_of_the_Thousand_Days;45126;Anne of the Thousand Days;Ana de los mil días;1878419.0;Anne of the Thousand Days;2019430
1970;Butch Cassidy and the Sundance Kid;Não;https://en.wikipedia.org/wiki/Butch_Cassidy_and_the_Sundance_Kid;https://es.wikipedia.org/wiki/Butch_Cassidy_and_the_Sundance_Kid;https://pt.wikipedia.org/wiki/Butch_Cassidy_and_the_Sundance_Kid;99031;Butch Cassidy and the Sundance Kid;Butch Cassidy and the Sundance Kid;2446267.0;Butch Cassidy and the Sundance Kid;504399
1970;Hello, Dolly! (film);Não;https://en.wikipedia.org/wiki/Hello,_Dolly!_(film);https://es.wikipedia.org/wiki/Hello,_Dolly!_(película);https://pt.wikipedia.org/wiki/Hello,_Dolly!;7024876;Hello, Dolly! (film);Hello, Dolly! (película);1040870.0;Hello, Dolly!;357977
1970;Z (film 1969);Não;https://en.wikipedia.org/wiki/Z_(1969_film);https://es.wikipedia.org/wiki/Z_(película);https://pt.wikipedia.org/wiki/Z_(filme);75874;Z (1969 film);Z (película);354021.0;Z (filme);500342
1971;PATTON (1970 film);Sim;https://en.wikipedia.org/wiki/Patton_(film);https://es.wikipedia.org/wiki/Patton_(película);https://pt.wikipedia.org/wiki/Patton_(filme);99454;Patton (film);Patton (película);180006.0;Patton (filme);83706
1971;AIRPORT (1970 film);Não;https://en.wikipedia.org/wiki/Airport_(1970_film);https://es.wikipedia.org/wiki/Aeropuerto_(película);https://pt.wikipedia.org/wiki/Aeroporto_(filme);99459;Airport (1970 film);Aeropuerto (película);27736.0;Aeroporto (filme);2089362
1971;MASH (film);Não;https://en.wikipedia.org/wiki/M*A*S*H_(film);https://es.wikipedia.org/wiki/MASH_(película);https://pt.wikipedia.org/wiki/MASH_(filme);23784006;M*A*S*H (film);MASH (película);5653310.0;MASH (filme);1943626
1971;FIVE EASY PIECES (1970 film);Não;https://en.wikipedia.org/wiki/Five_Easy_Pieces;https://es.wikipedia.org/wiki/Mi_vida_es_mi_vida;https://pt.wikipedia.org/wiki/Five_Easy_Pieces;73467;Five Easy Pieces;Mi vida es mi vida;1083291.0;Five Easy Pieces;1955901
1971;LOVE STORY (1970 film);Não;https://en.wikipedia.org/wiki/Love_Story_(1970_film);https://es.wikipedia.org/wiki/Love_Story_(película);https://pt.wikipedia.org/wiki/Love_Story_(1970);99461;Love Story (1970 film);Love Story (película);1039776.0;Love Story (1970);858550
1972;THE FRENCH CONNECTION (1971 film);Sim;https://en.wikipedia.org/wiki/The_French_Connection_(film);https://es.wikipedia.org/wiki/The_French_Connection;https://pt.wikipedia.org/wiki/The_French_Connection;99463;The French Connection (film);The French Connection;853583.0;The French Connection;447264
