ANO;TITULO;VENCEDOR;LINK_EN;LINK_ES;LINK_PT;PAGEID_EN;TITLE_EN;TITLE_ES;PAGEID_ES;TITLE_PT;PAGEID_PT
1940;Love Affair (1939 film);Não;https://en.wikipedia.org/wiki/Love_Affair_(1939_film);https://es.wikipedia.org/wiki/Tú_y_yo_(película_de_1939);https://pt.wikipedia.org/wiki/Love_Affair_(1939);62115;Love Affair (1939 film);Tú y yo (película de 1939);28494.0;Love Affair (1939);3314844
1940;Mr. Smith Goes to Washington;Não;https://en.wikipedia.org/wiki/Mr._Smith_Goes_to_Washington;https://es.wikipedia.org/wiki/Mr._Smith_Goes_to_Washington;https://pt.wikipedia.org/wiki/Mr._Smith_Goes_to_Washington;62117;Mr. Smith Goes to Washington;Mr. Smith Goes to Washington;1052481.0;Mr. Smith Goes to Washington;445325
1940;Ninotchka;Não;https://en.wikipedia.org/wiki/Ninotchka;https://es.wikipedia.org/wiki/Ninotchka;https://pt.wikipedia.org/wiki/Ninotchka;62118;Ninotchka;Ninotchka;970089.0;Ninotchka;1781968
1940;Of Mice and Men (1939 film);Não;https://en.wikipedia.org/wiki/Of_Mice_and_Men_(1939_film);https://es.wikipedia.org/wiki/Of_Mice_and_Men_(película_de_1939);https://pt.wikipedia.org/wiki/Of_Mice_and_Men_(1939);62121;Of Mice and Men (1939 film);Of Mice and Men (película de 1939);4263549.0;Of Mice and Men (1939);2011703
1940;Stagecoach (1939 film);Não;https://en.wikipedia.org/wiki/Stagecoach_(1939_film);https://es.wikipedia.org/wiki/La_diligencia;https://pt.wikipedia.org/wiki/Stagecoach_(1939);62122;Stagecoach (1939 film);La diligencia;26807.0;Stagecoach (1939);1270593
1940;The Wizard of Oz (1939 film);Não;https://en.wikipedia.org/wiki/The_Wizard_of_Oz;https://es.wikipedia.org/wiki/El_mago_de_Oz;https://pt.wikipedia.org/wiki/The_Wizard_of_Oz_(1939);561315;The Wizard of Oz;El mago de Oz;714026.0;The Wizard of Oz (1939);230531
1940;Wuthering Heights (1939 film);Não;https://en.wikipedia.org/wiki/Wuthering_Heights_(1939_film);https://es.wikipedia.org/wiki/Cumbres_Borrascosas_(película_de_1939);https://pt.wikipedia.org/wiki/Wuthering_Heights_(filme_de_1939);3823100;Wuthering Heights (1939 film);Cumbres Borrascosas (película de 1939);23782.0;Wuthering Heights (filme de 1939);317680
1941;Rebecca (1940 film);Sim;https://en.wikipedia.org/wiki/Rebecca_(1940_film);https://es.wikipedia.org/wiki/Rebecca_(película);https://pt.wikipedia.org/wiki/Rebecca_(1940);1259785;Rebecca (1940 film);Rebecca (película);26996.0;Rebecca (1940);411687
1941;All This, and Heaven Too;Não;https://en.wikipedia.org/wiki/All_This,_and_Heaven_Too;https://es.wikipedia.org/wiki/El_cielo_y_tú;https://pt.wikipedia.org/wiki/All_This,_and_Heaven_Too;62687;All This, and Heaven Too;El cielo y tú;7036779.0;All This, and Heaven Too;4274176
1941;Foreign Correspondent (film);Não;https://en.wikipedia.org/wiki/Foreign_Correspondent_(film);https://es.wikipedia.org/wiki/Foreign_Correspondent;https://pt.wikipedia.org/wiki/Foreign_Correspondent;62688;Foreign Correspondent (film);Foreign Correspondent;7069670.0;Foreign Correspondent;634789
1941;The Grapes of Wrath (film);Não;https://en.wikipedia.org/wiki/The_Grapes_of_Wrath_(film);https://es.wikipedia.org/wiki/The_Grapes_of_Wrath_(película);https://pt.wikipedia.org/wiki/As_Vinhas_da_Ira_(filme);4350811;The Grapes of Wrath (film);The Grapes of Wrath (película);27163.0;As Vinhas da Ira (filme);495225
1941;The Great Dictator;Não;https://en.wikipedia.org/wiki/The_Great_Dictator;https://es.wikipedia.org/wiki/El_gran_dictador;https://pt.wikipedia.org/wiki/O_Grande_Ditador;62689;The Great Dictator;El gran dictador;26806.0;O Grande Ditador;105539
1941;Kitty Foyle (film);Não;https://en.wikipedia.org/wiki/Kitty_Foyle_(film);https://es.wikipedia.org/wiki/Espejismo_de_amor;https://pt.wikipedia.org/wiki/Kitty_Foyle;10873860;Kitty Foyle (film);Espejismo de amor;7044754.0;Kitty Foyle;1969582
1941;The Letter (1940 film);Não;https://en.wikipedia.org/wiki/The_Letter_(1940_film);https://es.wikipedia.org/wiki/La_carta_(película_de_1940);https://pt.wikipedia.org/wiki/A_Carta_(1940);172031;The Letter (1940 film);La carta (película de 1940);1798716.0;A Carta (1940);2062829
1941;The Long Voyage Home;Não;https://en.wikipedia.org/wiki/The_Long_Voyage_Home;https://es.wikipedia.org/wiki/The_Long_Voyage_Home_(película_de_1940);https://pt.wikipedia.org/wiki/The_Long_Voyage_Home;62693;The Long Voyage Home;The Long Voyage Home (película de 1940);1064676.0;The Long Voyage Home;3889476
1941;Our Town (1940 film);Não;https://en.wikipedia.org/wiki/Our_Town_(1940_film);https://es.wikipedia.org/wiki/Our_Town_(película);https://pt.wikipedia.org/wiki/Our_Town;1394722;Our Town (1940 film);Our Town (película);8449506.0;Our Town;4275653
1941;The Philadelphia Story (film);Não;https://en.wikipedia.org/wiki/The_Philadelphia_Story_(film);https://es.wikipedia.org/wiki/The_Philadelphia_Story;https://pt.wikipedia.org/wiki/The_Philadelphia_Story;62592;The Philadelphia Story (film);The Philadelphia Story;27149.0;The Philadelphia Story;445466
1942;How Green Was My Valley (film);Sim;https://en.wikipedia.org/wiki/How_Green_Was_My_Valley_(film);https://es.wikipedia.org/wiki/¡Qué_verde_era_mi_valle!;https://pt.wikipedia.org/wiki/How_Green_Was_My_Valley;4837038;How Green Was My Valley (film);¡Qué verde era mi valle!;304772.0;How Green Was My Valley;917955
1942;Blossoms in the Dust;Não;https://en.wikipedia.org/wiki/Blossoms_in_the_Dust;https://es.wikipedia.org/wiki/De_corazón_a_corazón;https://pt.wikipedia.org/wiki/Blossoms_in_the_Dust;77593;Blossoms in the Dust;De corazón a corazón;1817006.0;Blossoms in the Dust;4278315
1942;Citizen Kane;Não;https://en.wikipedia.org/wiki/Citizen_Kane;https://es.wikipedia.org/wiki/Citizen_Kane;https://pt.wikipedia.org/wiki/Citizen_Kane;5224;Citizen Kane;Citizen Kane;23778.0;Citizen Kane;93937
1942;Here Comes Mr. Jordan;Não;https://en.wikipedia.org/wiki/Here_Comes_Mr._Jordan;https://es.wikipedia.org/wiki/Here_Comes_Mr._Jordan;https://pt.wikipedia.org/wiki/Here_Comes_Mr._Jordan;77598;Here Comes Mr. Jordan;Here Comes Mr. Jordan;8093750.0;Here Comes Mr. Jordan;3881840
1942;Hold Back the Dawn;Não;https://en.wikipedia.org/wiki/Hold_Back_the_Dawn;https://es.wikipedia.org/wiki/Si_no_amaneciera;https://pt.wikipedia.org/wiki/Hold_Back_the_Dawn;77604;Hold Back the Dawn;Si no amaneciera;1081309.0;Hold Back the Dawn;2370192
1942;The Little Foxes (film);Não;https://en.wikipedia.org/wiki/The_Little_Foxes_(film);https://es.wikipedia.org/wiki/La_loba_(película_de_1941);https://pt.wikipedia.org/wiki/The_Little_Foxes;16767019;The Little Foxes (film);La loba (película de 1941);1344.0;The Little Foxes;2062786
1942;The Maltese Falcon (1941 film);Não;https://en.wikipedia.org/wiki/The_Maltese_Falcon_(1941_film);https://es.wikipedia.org/wiki/El_halcón_maltés_(película_de_1941);https://pt.wikipedia.org/wiki/Relíquia_Macabra;4593958;The Maltese Falcon (1941 film);El halcón maltés (película de 1941);26776.0;Relíquia Macabra;1578265
1942;One Foot in Heaven;Não;https://en.wikipedia.org/wiki/One_Foot_in_Heaven;;https://pt.wikipedia.org/wiki/One_Foot_in_Heaven;77605;One Foot in Heaven;;;One Foot in Heaven;4280389
1942;Sergeant York (film);Não;https://en.wikipedia.org/wiki/Sergeant_York_(film);https://es.wikipedia.org/wiki/Sergeant_York;https://pt.wikipedia.org/wiki/Sargento_York;77609;Sergeant York (film);Sergeant York;1046412.0;Sargento York;1339936
1942;Suspicion (1941 film);Não;https://en.wikipedia.org/wiki/Suspicion_(1941_film);https://es.wikipedia.org/wiki/Suspicion;https://pt.wikipedia.org/wiki/Suspeita;74984;Suspicion (1941 film);Suspicion;826495.0;Suspeita;1326508
1943;MRS. MINIVER;Sim;https://en.wikipedia.org/wiki/Mrs._Miniver;https://es.wikipedia.org/wiki/La_señora_Miniver;https://pt.wikipedia.org/wiki/Mrs._Miniver;4836948;Mrs. Miniver;La señora Miniver;1046363.0;Mrs. Miniver;1687063
1943;49th Parallel film; Não;https://en.wikipedia.org/wiki/49th_Parallel_(film);https://es.wikipedia.org/wiki/49th_Parallel;https://pt.wikipedia.org/wiki/49th_Parallel;1273501;49th Parallel (film);49th Parallel;2206400.0;49th Parallel;1034400
1943;Kings Row; Não;https://en.wikipedia.org/wiki/Kings_Row;https://es.wikipedia.org/wiki/Kings_Row;https://pt.wikipedia.org/wiki/Em_Cada_Coração_um_Pecado;77619;Kings Row;Kings Row;7851317.0;Em Cada Coração um Pecado;2299769
1943;THE MAGNIFICENT AMBERSONS;Não;https://en.wikipedia.org/wiki/The_Magnificent_Ambersons_(film);https://es.wikipedia.org/wiki/The_Magnificent_Ambersons;https://pt.wikipedia.org/wiki/The_Magnificent_Ambersons_(1942);3509771;The Magnificent Ambersons (film);The Magnificent Ambersons;328434.0;The Magnificent Ambersons (1942);3769825
1943;THE PRIDE OF THE YANKEES;Não;https://en.wikipedia.org/wiki/The_Pride_of_the_Yankees;https://es.wikipedia.org/wiki/El_orgullo_de_los_Yanquis;https://pt.wikipedia.org/wiki/The_Pride_of_the_Yankees;77639;The Pride of the Yankees;El orgullo de los Yanquis;7584407.0;The Pride of the Yankees;3772674
1943;THE PIED PIPER (1942 film);Não;https://en.wikipedia.org/wiki/The_Pied_Piper_(1942_film);;https://pt.wikipedia.org/wiki/The_Pied_Piper;77637;The Pied Piper (1942 film);;;The Pied Piper;4282085
1943;RANDOM HARVEST (film);Não;https://en.wikipedia.org/wiki/Random_Harvest_(film);https://es.wikipedia.org/wiki/Random_Harvest;https://pt.wikipedia.org/wiki/Random_Harvest;77641;Random Harvest (film);Random Harvest;1956034.0;Random Harvest;4284167
1943;WAKE ISLAND(1942 film);Não;https://en.wikipedia.org/wiki/Wake_Island_(film);;https://pt.wikipedia.org/wiki/Wake_Island;77647;Wake Island (film);;;Wake Island;3287537
1943;YANKEE DOODLE DANDY (film);Não;https://en.wikipedia.org/wiki/Yankee_Doodle_Dandy;https://es.wikipedia.org/wiki/Yanqui_Dandy;https://pt.wikipedia.org/wiki/Yankee_Doodle_Dandy;76647;Yankee Doodle Dandy;Yanqui Dandy;4557712.0;Yankee Doodle Dandy;628173
1944;CASABLANCA;Sim;https://en.wikipedia.org/wiki/Casablanca_(film);https://es.wikipedia.org/wiki/Casablanca_(película);https://pt.wikipedia.org/wiki/Casablanca_(filme);57585;Casablanca (film);Casablanca (película);5731.0;Casablanca (filme);112012
1944;FOR WHOM THE BELL TOLLS;Não;https://en.wikipedia.org/wiki/For_Whom_the_Bell_Tolls_(film);https://es.wikipedia.org/wiki/Por_quién_doblan_las_campanas_(película);https://pt.wikipedia.org/wiki/Por_Quem_os_Sinos_Dobram_(filme);4717522;For Whom the Bell Tolls (film);Por quién doblan las campanas (película);1531149.0;Por Quem os Sinos Dobram (filme);1313168
1944;Heaven Can Wait;Não;https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1943_film);https://es.wikipedia.org/wiki/Heaven_Can_Wait_(película_de_1943);https://pt.wikipedia.org/wiki/Heaven_Can_Wait_(1943);77653;Heaven Can Wait (1943 film);Heaven Can Wait (película de 1943);2942532.0;Heaven Can Wait (1943);4286319
1944;THE HUMAN COMEDY (film);Não;https://en.wikipedia.org/wiki/The_Human_Comedy_(film);;https://pt.wikipedia.org/wiki/A_Comédia_Humana_(1943);18936071;The Human Comedy (film);;;A Comédia Humana (1943);4290648
1944;IN WHICH WE SERVE;Não;https://en.wikipedia.org/wiki/In_Which_We_Serve;https://es.wikipedia.org/wiki/Sangre,_sudor_y_lágrimas_(película_de_1942);https://pt.wikipedia.org/wiki/In_Which_We_Serve;77658;In Which We Serve;Sangre, sudor y lágrimas (película de 1942);10773547;In Which We Serve;4292572
1944;THE MORE THE MERRIER;Não;https://en.wikipedia.org/wiki/The_More_the_Merrier;https://es.wikipedia.org/wiki/El_amor_llamó_dos_veces;https://pt.wikipedia.org/wiki/The_More_the_Merrier;77665;The More the Merrier;El amor llamó dos veces;8448489.0;The More the Merrier;1336561
1944;THE OX-BOW INCIDENT;Não;https://en.wikipedia.org/wiki/The_Ox-Bow_Incident;https://es.wikipedia.org/wiki/The_Ox-Bow_Incident;https://pt.wikipedia.org/wiki/Consciências_Mortas;75268;The Ox-Bow Incident;The Ox-Bow Incident;692839.0;Consciências Mortas;1273028
1944;MADAME CURIE (film);Não;https://en.wikipedia.org/wiki/Madame_Curie_(film);https://es.wikipedia.org/wiki/Madame_Curie_(película_de_1943);https://pt.wikipedia.org/wiki/Madame_Curie_(filme);77663;Madame Curie (film);Madame Curie (película de 1943);4887449.0;Madame Curie (filme);2002320
1944;THE SONG OF BERNADETTE(film);Não;https://en.wikipedia.org/wiki/The_Song_of_Bernadette_(film);https://es.wikipedia.org/wiki/La_canción_de_Bernadette;https://pt.wikipedia.org/wiki/A_Canção_de_Bernadette;77672;The Song of Bernadette (film);La canción de Bernadette;307225.0;A Canção de Bernadette;1621878
1944;WATCH ON THE RHINE(film);Não;https://en.wikipedia.org/wiki/Watch_on_the_Rhine;https://es.wikipedia.org/wiki/Watch_on_the_Rhine;https://pt.wikipedia.org/wiki/Watch_on_the_Rhine;77674;Watch on the Rhine;Watch on the Rhine;4557524.0;Watch on the Rhine;3927571
1945;GOING MY WAY;Sim;https://en.wikipedia.org/wiki/Going_My_Way;https://es.wikipedia.org/wiki/Going_My_Way;https://pt.wikipedia.org/wiki/O_Bom_Pastor_(1944);42383;Going My Way;Going My Way;307887.0;O Bom Pastor (1944);838267
1945;DOUBLE INDEMNITY (film);Não;https://en.wikipedia.org/wiki/Double_Indemnity;https://es.wikipedia.org/wiki/Double_Indemnity;https://pt.wikipedia.org/wiki/Double_Indemnity;73438;Double Indemnity;Double Indemnity;1045660.0;Double Indemnity;2069383
1945;GASLIGHT (film);Não;https://en.wikipedia.org/wiki/Gaslight_(1944_film);https://es.wikipedia.org/wiki/Gaslight;https://pt.wikipedia.org/wiki/Gaslight;2279601;Gaslight (1944 film);Gaslight;262275.0;Gaslight;1402395
1945;WILSON (1944 film);Não;https://en.wikipedia.org/wiki/Wilson_(1944_film);https://es.wikipedia.org/wiki/Wilson_(película);https://pt.wikipedia.org/wiki/Wilson_(1944);773973;Wilson (1944 film);Wilson (película);2919031.0;Wilson (1944);4296392
1945;SINCE YOU WENT AWAY;Não;https://en.wikipedia.org/wiki/Since_You_Went_Away;https://es.wikipedia.org/wiki/Desde_que_te_fuiste;https://pt.wikipedia.org/wiki/Since_You_Went_Away;77685;Since You Went Away;Desde que te fuiste;4951606.0;Since You Went Away;4295287
1946;THE LOST WEEKEND;Sim;https://en.wikipedia.org/wiki/The_Lost_Weekend;https://es.wikipedia.org/wiki/Días_sin_huella;https://pt.wikipedia.org/wiki/Farrapo_Humano;42294;The Lost Weekend;Días sin huella;134726.0;Farrapo Humano;181842
1946;ANCHORS AWEIGH (film);Não;https://en.wikipedia.org/wiki/Anchors_Aweigh_(film);https://es.wikipedia.org/wiki/Levando_anclas;https://pt.wikipedia.org/wiki/Anchors_Aweigh;79700;Anchors Aweigh (film);Levando anclas;810574.0;Anchors Aweigh;871728
1946;THE BELLS OF ST. MARY'S (film);Não;https://en.wikipedia.org/wiki/The_Bells_of_St._Mary's;https://es.wikipedia.org/wiki/Las_campanas_de_Santa_María;https://pt.wikipedia.org/wiki/Os_Sinos_de_Santa_Maria;79729;The Bells of St. Mary's;Las campanas de Santa María;1073142.0;Os Sinos de Santa Maria;3196962
1946;MILDRED PIERCE (film);Não;https://en.wikipedia.org/wiki/Mildred_Pierce_(film);https://es.wikipedia.org/wiki/Mildred_Pierce;https://pt.wikipedia.org/wiki/Alma_em_Suplício;4995581;Mildred Pierce (film);Mildred Pierce;520798.0;Alma em Suplício;636395
1946;SPELLBOUND (1945 film);Não;https://en.wikipedia.org/wiki/Spellbound_(1945_film);https://es.wikipedia.org/wiki/Spellbound;https://pt.wikipedia.org/wiki/Spellbound_(1945);80488;Spellbound (1945 film);Spellbound;94164.0;Spellbound (1945);304886
1947;The Best Years of Our Lives;Sim;https://en.wikipedia.org/wiki/The_Best_Years_of_Our_Lives;https://es.wikipedia.org/wiki/Los_mejores_años_de_nuestra_vida;https://pt.wikipedia.org/wiki/The_Best_Years_of_Our_Lives;42159;The Best Years of Our Lives;Los mejores años de nuestra vida;25384.0;The Best Years of Our Lives;1310534
1947;HENRY V (1944 film);Não;https://en.wikipedia.org/wiki/Henry_V_(1944_film);https://es.wikipedia.org/wiki/Enrique_V_(película_de_1944);https://pt.wikipedia.org/wiki/Henrique_V_(filme_de_1944);80493;Henry V (1944 film);Enrique V (película de 1944);7207428.0;Henrique V (filme de 1944);4297601
1947;IT'S A WONDERFUL LIFE;Não;https://en.wikipedia.org/wiki/It's_a_Wonderful_Life;https://es.wikipedia.org/wiki/Qué_bello_es_vivir;https://pt.wikipedia.org/wiki/It's_a_Wonderful_Life;60164;It's a Wonderful Life;Qué bello es vivir;634647.0;It's a Wonderful Life;1224894
1947;THE RAZOR'S EDGE (1946 film);Não;https://en.wikipedia.org/wiki/The_Razor's_Edge_(1946_film);https://es.wikipedia.org/wiki/El_filo_de_la_navaja_(película);https://pt.wikipedia.org/wiki/O_Fio_da_Navalha_(1946);6000549;The Razor's Edge (1946 film);El filo de la navaja (película);9836236.0;O Fio da Navalha (1946);1604294
1947;THE YEARLING (1946 film);Não;https://en.wikipedia.org/wiki/The_Yearling_(1946_film);https://es.wikipedia.org/wiki/El_despertar_(película_de_1946);https://pt.wikipedia.org/wiki/The_Yearling;80499;The Yearling (1946 film);El despertar (película de 1946);1305532.0;The Yearling;4298653
1948;GENTLEMAN'S AGREEMENT (film);Sim;https://en.wikipedia.org/wiki/Gentleman's_Agreement;https://es.wikipedia.org/wiki/Gentleman's_Agreement;https://pt.wikipedia.org/wiki/A_Luz_É_para_Todos;42093;Gentleman's Agreement;Gentleman's Agreement;1044126.0;A Luz É para Todos;1340635
1948;THE BISHOP'S WIFE;Não;https://en.wikipedia.org/wiki/The_Bishop's_Wife;https://es.wikipedia.org/wiki/The_Bishop's_Wife;https://pt.wikipedia.org/wiki/The_Bishop's_Wife;80510;The Bishop's Wife;The Bishop's Wife;9419096.0;The Bishop's Wife;2477938
1948;CROSSFIRE (film);Não;https://en.wikipedia.org/wiki/Crossfire_(film);https://es.wikipedia.org/wiki/Encrucijada_de_odios;https://pt.wikipedia.org/wiki/Crossfire_(filme);42106;Crossfire (film);Encrucijada de odios;10745238.0;Crossfire (filme);2851068
1948;GREAT EXPECTATIONS (1946 film);Não;https://en.wikipedia.org/wiki/Great_Expectations_(1946_film);https://es.wikipedia.org/wiki/Grandes_esperanzas_(película_de_1946);https://pt.wikipedia.org/wiki/Grandes_Esperanças_(filme_de_1946);2257358;Great Expectations (1946 film);Grandes esperanzas (película de 1946);9160882.0;Grandes Esperanças (filme de 1946);1611547
1948;MIRACLE ON 34TH STREET;Não;https://en.wikipedia.org/wiki/Miracle_on_34th_Street;https://es.wikipedia.org/wiki/Miracle_on_34th_Street;https://pt.wikipedia.org/wiki/De_Ilusão_Também_Se_Vive;80523;Miracle on 34th Street;Miracle on 34th Street;3498591.0;De Ilusão Também Se Vive;3285400
1949;HAMLET (1948 film);Sim;https://en.wikipedia.org/wiki/Hamlet_(1948_film);https://es.wikipedia.org/wiki/Hamlet_(película_de_1948);https://pt.wikipedia.org/wiki/Hamlet_(filme_de_1948);80530;Hamlet (1948 film);Hamlet (película de 1948);859426.0;Hamlet (filme de 1948);526323
1949;JOHNNY BELINDA (1948 film);Não;https://en.wikipedia.org/wiki/Johnny_Belinda_(1948_film);https://es.wikipedia.org/wiki/Belinda_(película);https://pt.wikipedia.org/wiki/Johnny_Belinda;80533;Johnny Belinda (1948 film);Belinda (película);1044102.0;Johnny Belinda;2323093
1949;THE RED SHOES (1948 film);Não;https://en.wikipedia.org/wiki/The_Red_Shoes_(1948_film);https://es.wikipedia.org/wiki/Las_zapatillas_rojas_(película_de_1948);https://pt.wikipedia.org/wiki/The_Red_Shoes;60169;The Red Shoes (1948 film);Las zapatillas rojas (película de 1948);2206399.0;The Red Shoes;2502419
1949;THE TREASURE OF THE SIERRA MADRE (1948 film);Não;https://en.wikipedia.org/wiki/The_Treasure_of_the_Sierra_Madre_(film);https://es.wikipedia.org/wiki/El_tesoro_de_Sierra_Madre_(película);https://pt.wikipedia.org/wiki/O_Tesouro_de_Sierra_Madre;11088642;The Treasure of the Sierra Madre (film);El tesoro de Sierra Madre (película);27143.0;O Tesouro de Sierra Madre;1387832
1949;The Snake Pit;Não;https://en.wikipedia.org/wiki/The_Snake_Pit;https://es.wikipedia.org/wiki/Nido_de_víboras;https://pt.wikipedia.org/wiki/The_Snake_Pit;80538;The Snake Pit;Nido de víboras;7037587.0;The Snake Pit;2244384
1950;All the King's Men (1949 film);Sim;https://en.wikipedia.org/wiki/All_the_King's_Men_(1949_film);https://es.wikipedia.org/wiki/All_the_King's_Men;https://pt.wikipedia.org/wiki/All_the_King's_Men_(1949);4500088;All the King's Men (1949 film);All the King's Men;856025.0;All the King's Men (1949);1051165
1950;Battleground (film);Não;https://en.wikipedia.org/wiki/Battleground_(film);https://es.wikipedia.org/wiki/Fuego_en_la_nieve_(película);https://pt.wikipedia.org/wiki/Battleground_(filme);80916;Battleground (film);Fuego en la nieve (película);9838248.0;Battleground (filme);2715185
1950;The Heiress;Não;https://en.wikipedia.org/wiki/The_Heiress;https://es.wikipedia.org/wiki/La_heredera_(película);https://pt.wikipedia.org/wiki/The_Heiress;73970;The Heiress;La heredera (película);651082.0;The Heiress;3410282
1950;A Letter to Three Wives;Não;https://en.wikipedia.org/wiki/A_Letter_to_Three_Wives;https://es.wikipedia.org/wiki/Carta_a_tres_esposas;https://pt.wikipedia.org/wiki/A_Letter_to_Three_Wives;80923;A Letter to Three Wives;Carta a tres esposas;203399.0;A Letter to Three Wives;3886912
1951;All About Eve;Sim;https://en.wikipedia.org/wiki/All_About_Eve;https://es.wikipedia.org/wiki/All_About_Eve;https://pt.wikipedia.org/wiki/All_About_Eve;41881;All About Eve;All About Eve;354163.0;All About Eve;443271
1951;BORN YESTERDAY (film);Não;https://en.wikipedia.org/wiki/Born_Yesterday_(1950_film);https://es.wikipedia.org/wiki/Nacida_ayer_(pel%C3%ADcula_de_1950);https://pt.wikipedia.org/wiki/Born_Yesterday;2066293;Born Yesterday (1950 film);Nacida ayer (película de 1950);262918.0;Born Yesterday;481114
1951;SUNSET BLVD. (film);Não;https://en.wikipedia.org/wiki/Sunset_Boulevard_(film);https://es.wikipedia.org/wiki/Sunset_Boulevard_(película);https://pt.wikipedia.org/wiki/Sunset_Boulevard;76368;Sunset Boulevard (film);Sunset Boulevard (película);345539.0;Sunset Boulevard;481080
1951;FATHER OF THE BRIDE (1950 film);Não;https://en.wikipedia.org/wiki/Father_of_the_Bride_(1950_film);https://es.wikipedia.org/wiki/El_padre_de_la_novia_(película_de_1950);https://pt.wikipedia.org/wiki/O_Pai_da_Noiva_(1950);80944;Father of the Bride (1950 film);El padre de la novia (película de 1950);1031549.0;O Pai da Noiva (1950);3315692
1951;KING SOLOMON'S MINES (1950 film);Não;https://en.wikipedia.org/wiki/King_Solomon's_Mines_(1950_film);https://es.wikipedia.org/wiki/Las_minas_del_rey_Salomón_(película_de_1950);https://pt.wikipedia.org/wiki/King_Solomon's_Mines_(filme_de_1950);9467480;King Solomon's Mines (1950 film);Las minas del rey Salomón (película de 1950);27684.0;King Solomon's Mines (filme de 1950);2303781
1952;AN AMERICAN IN PARIS (film);Sim;https://en.wikipedia.org/wiki/An_American_in_Paris_(film);https://es.wikipedia.org/wiki/Un_americano_en_París;https://pt.wikipedia.org/wiki/An_American_in_Paris;1587300;An American in Paris (film);Un americano en París;630085.0;An American in Paris;838288
1952;DECISION BEFORE DAWN (film);Não;https://en.wikipedia.org/wiki/Decision_Before_Dawn;https://es.wikipedia.org/wiki/Decision_Before_Dawn;https://pt.wikipedia.org/wiki/Decision_Before_Dawn;84213;Decision Before Dawn;Decision Before Dawn;9143794.0;Decision Before Dawn;4301270
1952;A PLACE IN THE SUN (film);Não;https://en.wikipedia.org/wiki/A_Place_in_the_Sun_(1951_film);https://es.wikipedia.org/wiki/A_Place_in_the_Sun;https://pt.wikipedia.org/wiki/Um_Lugar_ao_Sol_(filme);2300167;A Place in the Sun (1951 film);A Place in the Sun;857532.0;Um Lugar ao Sol (filme);1382669
1952;A STREETCAR NAMED DESIRE (film);Não;https://en.wikipedia.org/wiki/A_Streetcar_Named_Desire_(1951_film);https://es.wikipedia.org/wiki/Un_tranvía_llamado_Deseo_(película_de_1951);https://pt.wikipedia.org/wiki/A_Streetcar_Named_Desire;3367826;A Streetcar Named Desire (1951 film);Un tranvía llamado Deseo (película de 1951);788246.0;A Streetcar Named Desire;1102425
1952;QUO VADIS (1951 film);Não;https://en.wikipedia.org/wiki/Quo_Vadis_(1951_film);https://es.wikipedia.org/wiki/Quo_vadis?_(película_de_1951);https://pt.wikipedia.org/wiki/Quo_Vadis_(1951);154790;Quo Vadis (1951 film);Quo vadis? (película de 1951);27203.0;Quo Vadis (1951);1168568
1953;THE GREATEST SHOW ON EARTH (film);Sim;https://en.wikipedia.org/wiki/The_Greatest_Show_on_Earth_(film);https://es.wikipedia.org/wiki/The_Greatest_Show_on_Earth_(película_de_1952);https://pt.wikipedia.org/wiki/The_Greatest_Show_on_Earth;42137;The Greatest Show on Earth (film);The Greatest Show on Earth (película de 1952);28501.0;The Greatest Show on Earth;1089815
1953;HIGH NOON;Não;https://en.wikipedia.org/wiki/High_Noon;https://es.wikipedia.org/wiki/High_Noon;https://pt.wikipedia.org/wiki/High_Noon;74011;High Noon;High Noon;21231.0;High Noon;1269642
1953;IVANHOE (1952 film);Não;https://en.wikipedia.org/wiki/Ivanhoe_(1952_film);https://es.wikipedia.org/wiki/Ivanhoe_(película_de_1952);https://pt.wikipedia.org/wiki/Ivanhoe_(1952);5465083;Ivanhoe (1952 film);Ivanhoe (película de 1952);28176.0;Ivanhoe (1952);1313339
1953;THE QUIET MAN (film);Não;https://en.wikipedia.org/wiki/The_Quiet_Man;https://es.wikipedia.org/wiki/The_Quiet_Man;https://pt.wikipedia.org/wiki/The_Quiet_Man;70428;The Quiet Man;The Quiet Man;416705.0;The Quiet Man;1633663
1953;MOULIN ROUGE (1952 film);Não;https://en.wikipedia.org/wiki/Moulin_Rouge_(1952_film);https://es.wikipedia.org/wiki/Moulin_Rouge_(película_de_1952);https://pt.wikipedia.org/wiki/Moulin_Rouge_(1952);594422;Moulin Rouge (1952 film);Moulin Rouge (película de 1952);2314818.0;Moulin Rouge (1952);2644301
1954;FROM HERE TO ETERNITY (film);Sim;https://en.wikipedia.org/wiki/From_Here_to_Eternity;https://es.wikipedia.org/wiki/De_aquí_a_la_eternidad;https://pt.wikipedia.org/wiki/From_Here_to_Eternity;42293;From Here to Eternity;De aquí a la eternidad;21386.0;From Here to Eternity;639558
1954;THE ROBE (film);Não;https://en.wikipedia.org/wiki/The_Robe_(film);https://es.wikipedia.org/wiki/The_Robe;https://pt.wikipedia.org/wiki/The_Robe;7548602;The Robe (film);The Robe;1483105.0;The Robe;2073274
